//Exported ASCII-File
[Header]
FileName = C:\Messungen......wip
GraphName = MNPs_005_Spec.Data 1 (CRR) (Sub BG)
SizeX = 1
SizeY = 1
SizeGraph = 1650
PositionUnit = �m
PositionX = -0.000844336967005862
PositionY = -0.00250331908302678
PositionZ = 0
XAxisUnit = rel. 1/cm
DataUnit = CCD cts

[Data]
X-Axis	MNPs_005_Spec.Data 1 (CRR) (Sub BG)
rel. 1/cm	CCD cts
 3.52065E+03	 4.61414E+00
 3.52253E+03	 1.35408E+01
 3.52441E+03	 1.20402E+01
 3.52629E+03	-4.38757E+00
 3.52817E+03	-2.30920E+00
 3.53004E+03	 1.64197E+00
 3.53192E+03	 5.13281E+00
 3.53379E+03	 2.96387E-01
 3.53567E+03	 1.00662E+01
 3.53754E+03	 5.50867E+00
 3.53942E+03	 6.62415E+00
 3.54129E+03	 7.14563E+00
 3.54317E+03	 1.37354E+00
 3.54504E+03	 5.47412E+00
 3.54691E+03	 2.81409E+00
 3.54878E+03	-1.60608E+00
 3.55065E+03	-3.62048E+00
 3.55253E+03	 1.05715E+01
 3.55440E+03	-8.69702E+00
 3.55627E+03	-4.92603E+00
 3.55814E+03	 1.61816E+00
 3.56000E+03	-1.00983E+01
 3.56187E+03	-1.08799E+01
 3.56374E+03	 8.83557E+00
 3.56561E+03	-3.39368E+00
 3.56748E+03	-1.00732E+00
 3.56934E+03	 9.87671E-01
 3.57121E+03	 4.57568E+00
 3.57307E+03	-3.55615E+00
 3.57494E+03	 1.63855E+00
 3.57680E+03	 3.90649E+00
 3.57867E+03	 8.88428E-01
 3.58053E+03	-2.13733E+00
 3.58240E+03	-3.54834E+00
 3.58426E+03	-4.07300E+00
 3.58612E+03	-1.68994E+00
 3.58798E+03	 6.26746E+00
 3.58984E+03	-2.10071E+00
 3.59170E+03	-8.83728E+00
 3.59356E+03	 6.02991E+00
 3.59542E+03	 4.10522E+00
 3.59728E+03	 1.75488E+00
 3.59914E+03	 1.51221E+00
 3.60100E+03	-1.25586E+00
 3.60286E+03	 3.15039E+00
 3.60472E+03	-1.00692E+01
 3.60657E+03	-5.94788E+00
 3.60843E+03	 2.00720E+00
 3.61029E+03	 1.20902E+01
 3.61214E+03	 1.58105E+00
 3.61400E+03	-8.72046E+00
 3.61585E+03	 1.81897E+00
 3.61771E+03	 1.69946E+00
 3.61956E+03	 3.68750E+00
 3.62142E+03	 1.78284E+00
 3.62327E+03	 7.52319E-01
 3.62512E+03	-2.97083E+00
 3.62697E+03	 7.31335E+00
 3.62882E+03	-3.22864E+00
 3.63067E+03	-1.32996E+00
 3.63253E+03	-6.59082E+00
 3.63438E+03	-1.02795E+00
 3.63623E+03	 4.54187E+00
 3.63807E+03	 1.17688E+01
 3.63992E+03	-4.86414E+00
 3.64177E+03	 1.04100E+01
 3.64362E+03	-1.21089E+01
 3.64547E+03	 1.04457E+01
 3.64731E+03	-6.26343E-01
 3.64916E+03	 4.24170E+00
 3.65101E+03	 1.02499E+01
 3.65285E+03	 5.09827E+00
 3.65470E+03	-2.71362E+00
 3.65654E+03	-2.51880E+00
 3.65838E+03	-2.58411E+00
 3.66023E+03	-2.64258E+00
 3.66207E+03	-3.55042E+00
 3.66391E+03	-4.48547E+00
 3.66576E+03	 4.36938E+00
 3.66760E+03	-2.60254E+00
 3.66944E+03	-1.21677E+01
 3.67128E+03	-5.82629E+00
 3.67312E+03	 1.26216E+01
 3.67496E+03	 4.54712E-01
 3.67680E+03	-1.29712E+00
 3.67864E+03	-5.90894E+00
 3.68048E+03	-1.14014E-01
 3.68231E+03	 3.28735E+00
 3.68415E+03	 1.38287E+01
 3.68599E+03	 5.47681E+00
 3.68782E+03	 5.33118E+00
 3.68966E+03	 6.35876E+00
 3.69150E+03	 8.32605E+00
 3.69333E+03	 4.73340E+00
 3.69517E+03	 6.08032E+00
 3.69700E+03	 4.11707E+00
 3.69883E+03	 2.16016E+00
 3.70067E+03	 6.62622E+00
 3.70250E+03	 1.18322E+01
 3.70433E+03	 3.94421E+00
 3.70617E+03	 1.62927E+00
 3.70800E+03	 1.43207E+01
 3.70983E+03	 7.08508E+00
 3.71166E+03	-4.51099E+00
 3.71349E+03	 1.20660E+01
 3.71532E+03	 5.04907E+00
 3.71715E+03	 2.28053E+01
 3.71898E+03	 8.03418E+00
 3.72080E+03	 8.46912E+00
 3.72263E+03	-1.85608E+00
 3.72446E+03	 5.62488E+00
 3.72629E+03	 5.45166E-01
 3.72811E+03	 5.53845E+00
 3.72994E+03	 5.57117E+00
 3.73176E+03	-2.78992E+00
 3.73359E+03	 9.62183E+00
 3.73541E+03	 5.33972E+00
 3.73724E+03	-5.02930E-01
 3.73906E+03	-6.33923E+00
 3.74088E+03	-5.53625E+00
 3.74271E+03	-4.72705E+00
 3.74453E+03	-4.54114E+00
 3.74635E+03	-4.96472E+00
 3.74817E+03	-8.48303E+00
 3.74999E+03	-8.39490E+00
 3.75181E+03	-5.88342E+00
 3.75363E+03	-3.36536E+00
 3.75545E+03	 2.90942E+00
 3.75727E+03	-6.47595E+00
 3.75909E+03	 1.06117E+01
 3.76091E+03	 3.47278E+00
 3.76273E+03	 1.68401E+01
 3.76455E+03	 9.71399E+00
 3.76636E+03	 3.82776E+00
 3.76818E+03	 6.83093E+00
 3.76999E+03	 9.84070E+00
 3.77181E+03	 1.16403E+01
 3.77362E+03	 2.01794E+01
 3.77544E+03	 2.11915E+01
 3.77725E+03	 2.13766E+01
 3.77907E+03	 2.17013E+01
 3.78088E+03	 2.13826E+01
 3.78269E+03	 2.10697E+01
 3.78451E+03	 1.98634E+01
 3.78632E+03	 1.86630E+01
 3.78813E+03	 2.78860E+01
 3.78994E+03	 1.61814E+01
 3.79175E+03	 2.51165E+01
 3.79356E+03	 3.05245E+01
 3.79537E+03	 2.20387E+01
 3.79718E+03	 1.96925E+01
 3.79899E+03	 2.50524E+01
 3.80080E+03	 2.43851E+01
 3.80260E+03	 1.80240E+01
 3.80441E+03	 8.73572E+00
 3.80622E+03	 2.36204E+01
 3.80802E+03	 2.72777E+01
 3.80983E+03	 2.38080E+01
